,c,cell,assay,ko,stimulant,captureActual,replicate,cell.num,obstime,total,aligned,disrupted,Precocious,S.hat,capture,capture.orig,module.score,tau,init_1,init_2,init_3,init_4,init_5,init_6,init_7,init_8,init_9,init_10,init_11,init_12,init_13,init_14,init_15,init_16,init_17,init_18,init_19,init_20
57,57,LPS_1h_S17,,,LPS,1h,,17,1,7793156,53.11,FALSE,Not,precocious,0.321461123207677,1,1.75687867166936,1.75687867166936,1.17035,-0.34640522875817,0.856209150326797,1.22222222222222,1.19607843137255,0.620915032679739,1.27450980392157,1.27450980392157,1.27450980392157,1.27450980392157,1.27450980392157,2.03267973856209,0.437908496732026,0.882352941176471,0.777777777777778,-0.163398692810457,1.1437908496732,0.620915032679739,0.96078431372549,1.61437908496732
58,58,LPS_1h_S18,,,LPS,1h,,18,1,4709651,49.08,FALSE,Not,precocious,0.225685462135615,1,1.13943007413521,1.13943007413521,0.373541,1.22222222222222,0.934640522875817,0.620915032679739,0.908496732026144,1.32679738562092,1.95424836601307,0.620915032679739,0.620915032679739,1.95424836601307,0.934640522875817,1.56209150326797,2.03267973856209,1.77124183006536,1.45751633986928,-0.947712418300654,1.61437908496732,1.27450980392157,2.00653594771242,0.96078431372549
59,59,LPS_1h_S19,,,LPS,1h,,19,1,3277006,50.07,FALSE,Not,precocious,0.156655483953805,1,1.33718439903683,1.33718439903683,0.446452,1.56209150326797,0.96078431372549,0.856209150326797,0.359477124183007,1.2483660130719,1.56209150326797,1.32679738562092,1.32679738562092,0.934640522875817,1.95424836601307,0.856209150326797,1.16993464052288,0.620915032679739,0.751633986928105,-0.320261437908497,1.82352941176471,1.32679738562092,0.124183006535948,-0.790849673202614
60,60,LPS_1h_S1,,,LPS,1h,,1,1,6497512,55.96,FALSE,Not,precocious,0.157957072568985,1,1.86020026764261,1.86020026764261,0.397774,1.01307189542484,1.84967320261438,1.27450980392157,2.11111111111111,1.90196078431373,0.934640522875817,1.5359477124183,1.5359477124183,1.56209150326797,1.56209150326797,0.882352941176471,1.77124183006536,1.32679738562092,2.18954248366013,-0.26797385620915,0.30718954248366,0.830065359477124,0.254901960784314,2.00653594771242
61,61,LPS_1h_S20,,,LPS,1h,,20,1,9153135,49.11,FALSE,Not,precocious,0.273447562382619,1,1.03531695074536,1.03531695074536,0.533372,0.568627450980392,1.01307189542484,1.64052287581699,0.594771241830065,1.45751633986928,0.542483660130719,0.542483660130719,0.542483660130719,3.10457516339869,1.01307189542484,0.934640522875817,0.882352941176471,1.35294117647059,1.43137254901961,-0.581699346405229,1.79738562091503,2.2156862745098,1.61437908496732,2.11111111111111
62,62,LPS_1h_S23,,,LPS,1h,,23,1,8395088,68.97,FALSE,Not,precocious,-0.462902859804691,1,0.770463924230289,0.770463924230289,0.401235,2.13725490196078,1.56209150326797,0.96078431372549,0.647058823529412,1.84967320261438,1.32679738562092,0.777777777777778,0.777777777777778,3.20915032679739,0.673202614379085,1.95424836601307,0.620915032679739,3.6797385620915,0.647058823529412,-0.686274509803922,1.09150326797386,3.91503267973856,0.594771241830065,-0.215686274509804
63,63,LPS_1h_S24,,,LPS,1h,,24,1,7417874,61.04,FALSE,Not,precocious,-0.745386480768136,1,0.722846494969698,0.722846494969698,-0.125776,0.673202614379085,0.568627450980392,1.84967320261438,0.725490196078431,1.50980392156863,1.5359477124183,1.84967320261438,1.84967320261438,3.52287581699346,0.359477124183007,1.01307189542484,1.27450980392157,2.89542483660131,1.48366013071895,0.098039215686275,2.05882352941176,1.11764705882353,1.82352941176471,0.986928104575163
64,64,LPS_1h_S25,,,LPS,1h,,25,1,7107798,51.6,FALSE,Not,precocious,-0.019419783736953,1,1.40954945347749,1.40954945347749,0.815043,0.96078431372549,0.803921568627451,2.11111111111111,1.58823529411765,1.40522875816993,1.2483660130719,1.64052287581699,0.803921568627451,2.47712418300654,1.19607843137255,0.673202614379085,1.22222222222222,1.37908496732026,1.58823529411765,-0.058823529411765,0.281045751633987,0.777777777777778,1.27450980392157,-0.660130718954248
65,65,LPS_1h_S26,,,LPS,1h,,26,1,5034405,50.12,FALSE,Not,precocious,0.149539597912774,1,1.21397092531272,1.21397092531272,0.685279,1.98039215686275,1.45751633986928,0.803921568627451,2.05882352941176,1.01307189542484,0.777777777777778,0.803921568627451,1.64052287581699,1.35294117647059,1.87581699346405,0.986928104575163,0.856209150326797,3.52287581699346,1.9281045751634,-0.895424836601307,1.2483660130719,1.45751633986928,2.11111111111111,0.30718954248366
66,66,LPS_1h_S27,,,LPS,1h,,27,1,6448630,42.95,FALSE,Not,precocious,0.099715220270455,1,1.50974845530143,1.50974845530143,0.882381,1.87581699346405,2.13725490196078,1.45751633986928,0.281045751633987,0.986928104575163,1.48366013071895,2.11111111111111,2.11111111111111,3.6797385620915,2.13725490196078,1.48366013071895,0.934640522875817,1.5359477124183,2.00653594771242,-0.869281045751634,1.5359477124183,1.90196078431373,1.64052287581699,1.22222222222222
67,67,LPS_1h_S28,,,LPS,1h,,28,1,6947831,45.99,FALSE,Not,precocious,0.225619658188722,1,1.59399572506805,1.59399572506805,0.903788,1.06535947712418,1.87581699346405,1.48366013071895,0.30718954248366,0.673202614379085,1.45751633986928,0.96078431372549,0.96078431372549,2.89542483660131,0.568627450980392,1.98039215686275,1.95424836601307,0.542483660130719,0.908496732026144,-0.084967320261438,1.32679738562092,1.2483660130719,1.84967320261438,1.27450980392157
68,68,LPS_1h_S29,,,LPS,1h,,29,1,4081180,43.28,FALSE,Not,precocious,-0.559709051931151,1,0.965062118830977,0.965062118830977,0.795811,1.40522875816993,0.542483660130719,1.9281045751634,1.61437908496732,0.934640522875817,1.64052287581699,0.594771241830065,0.673202614379085,1.37908496732026,1.06535947712418,1.40522875816993,1.56209150326797,0.777777777777778,0.986928104575163,-0.503267973856209,0.542483660130719,0.751633986928105,-0.607843137254902,0.045751633986928
69,69,LPS_1h_S2,,,LPS,1h,,2,1,4288679,38.43,FALSE,Not,precocious,-0.698476299286769,1,0.775326303921702,0.775326303921702,0.371763,1.32679738562092,1.98039215686275,2.00653594771242,1.79738562091503,1.95424836601307,0.96078431372549,1.98039215686275,1.98039215686275,1.32679738562092,1.71895424836601,1.84967320261438,1.01307189542484,1.64052287581699,1.84967320261438,-0.477124183006536,1.27450980392157,0.411764705882353,0.986928104575163,0.281045751633987
70,70,LPS_1h_S30,,,LPS,1h,,30,1,4479813,50.4,FALSE,Not,precocious,0.321921972042596,1,1.53849698585791,1.53849698585791,0.908703,0.803921568627451,1.48366013071895,0.986928104575163,1.74509803921569,1.98039215686275,1.84967320261438,0.673202614379085,0.594771241830065,0.542483660130719,1.03921568627451,2.00653594771242,2.13725490196078,0.803921568627451,1.64052287581699,-0.241830065359477,0.856209150326797,0.699346405228758,0.856209150326797,1.79738562091503
71,71,LPS_1h_S31,,,LPS,1h,,31,1,4959299,43.68,FALSE,Not,precocious,-0.320211207597052,1,1.40463509358173,1.40463509358173,0.620782,0.359477124183007,0.490196078431373,0.594771241830065,1.1437908496732,0.96078431372549,2.11111111111111,1.01307189542484,1.56209150326797,1.5359477124183,1.50980392156863,1.50980392156863,1.87581699346405,0.96078431372549,0.803921568627451,-0.424836601307189,0.620915032679739,1.30065359477124,-0.215686274509804,-0.189542483660131
72,72,LPS_1h_S32,,,LPS,1h,,32,1,8213444,61.38,FALSE,Not,precocious,0.009993198729585,1,1.20438314080547,1.20438314080547,0.273655,2.11111111111111,2.11111111111111,1.98039215686275,1.82352941176471,0.803921568627451,0.803921568627451,1.56209150326797,1.01307189542484,1.2483660130719,1.69281045751634,0.333333333333333,0.673202614379085,2.11111111111111,2.11111111111111,-0.372549019607843,1.22222222222222,0.281045751633987,0.620915032679739,0.803921568627451
73,73,LPS_1h_S33,,,LPS,1h,,33,1,9396950,51.88,FALSE,Not,precocious,0.089644677749653,1,1.22407223060642,1.22407223060642,-0.130901,1.64052287581699,0.673202614379085,0.908496732026144,1.30065359477124,0.594771241830065,1.9281045751634,1.06535947712418,1.06535947712418,0.777777777777778,0.490196078431373,0.516339869281046,1.98039215686275,0.673202614379085,0.96078431372549,0.150326797385621,0.882352941176471,0.464052287581699,0.281045751633987,0.254901960784314
74,74,LPS_1h_S34,,,LPS,1h,,34,1,5356934,48.2,FALSE,Not,precocious,0.223481848718351,1,1.11668927481737,1.11668927481737,0.799805,1.19607843137255,0.333333333333333,0.359477124183007,0.830065359477124,2.11111111111111,0.986928104575163,0.568627450980392,0.568627450980392,1.64052287581699,0.333333333333333,1.69281045751634,0.96078431372549,1.98039215686275,0.673202614379085,-0.032679738562092,1.77124183006536,1.95424836601307,0.045751633986928,1.09150326797386
75,75,LPS_1h_S35,,,LPS,1h,,35,1,5544272,42.32,FALSE,Not,precocious,-0.467560715692075,1,0.67736175960894,0.67736175960894,0.235421,0.490196078431373,1.40522875816993,0.673202614379085,0.411764705882353,1.64052287581699,0.594771241830065,2.13725490196078,2.13725490196078,0.96078431372549,0.516339869281046,1.03921568627451,1.64052287581699,1.84967320261438,1.98039215686275,0.202614379084967,1.95424836601307,1.01307189542484,0.30718954248366,1.84967320261438
76,76,LPS_1h_S36,,,LPS,1h,,36,1,6551256,52.33,FALSE,Not,precocious,-0.612599343496864,1,0.817709214044467,0.817709214044467,0.492995,1.84967320261438,0.777777777777778,1.01307189542484,1.09150326797386,0.777777777777778,1.98039215686275,1.87581699346405,1.40522875816993,1.84967320261438,1.40522875816993,1.71895424836601,0.803921568627451,0.594771241830065,0.594771241830065,-0.294117647058823,0.934640522875817,0.934640522875817,1.9281045751634,1.64052287581699
77,77,LPS_1h_S37,,,LPS,1h,,37,1,2932572,42.28,FALSE,Not,precocious,-0.190076135724943,1,1.01265528206538,1.01265528206538,0.517655,0.594771241830065,2.00653594771242,0.568627450980392,2.00653594771242,1.58823529411765,0.908496732026144,1.40522875816993,1.19607843137255,1.45751633986928,0.908496732026144,0.490196078431373,2.11111111111111,1.56209150326797,0.359477124183007,0.437908496732026,1.56209150326797,1.22222222222222,0.803921568627451,0.620915032679739
78,78,LPS_1h_S38,,,LPS,1h,,38,1,2214211,53.53,FALSE,Not,precocious,0.271902138178866,1,1.07800335957774,1.07800335957774,0.293928,1.71895424836601,1.06535947712418,2.13725490196078,1.48366013071895,0.647058823529412,1.87581699346405,1.19607843137255,1.87581699346405,1.48366013071895,1.98039215686275,1.06535947712418,0.594771241830065,1.01307189542484,1.19607843137255,2.03267973856209,1.16993464052288,2.13725490196078,-0.843137254901961,-0.712418300653595
79,79,LPS_1h_S39,,,LPS,1h,,39,1,4060161,47.42,FALSE,Not,precocious,0.374379318353933,1,1.33348016165202,1.33348016165202,0.381475,1.50980392156863,0.594771241830065,1.87581699346405,0.986928104575163,1.9281045751634,0.359477124183007,0.359477124183007,0.359477124183007,0.803921568627451,2.00653594771242,0.568627450980392,0.986928104575163,0.359477124183007,1.40522875816993,1.16993464052288,0.437908496732026,2.08496732026144,2.05882352941176,2.05882352941176
80,80,LPS_1h_S3,,,LPS,1h,,3,1,6859953,41.63,FALSE,Not,precocious,0.151609640361654,1,1.09624719939608,1.09624719939608,0.82371,1.03921568627451,0.411764705882353,1.19607843137255,0.934640522875817,0.908496732026144,0.673202614379085,0.908496732026144,0.986928104575163,2.11111111111111,1.9281045751634,2.13725490196078,1.84967320261438,1.87581699346405,1.87581699346405,1.56209150326797,2.03267973856209,2.00653594771242,1.79738562091503,0.150326797385621
81,81,LPS_1h_S40,,,LPS,1h,,40,1,5270306,53.1,FALSE,Not,precocious,0.340507485953289,1,1.50716620252271,1.50716620252271,0.6471,0.333333333333333,1.50980392156863,1.40522875816993,0.882352941176471,0.359477124183007,1.01307189542484,0.986928104575163,0.908496732026144,0.594771241830065,0.986928104575163,1.87581699346405,1.58823529411765,2.13725490196078,2.13725490196078,0.856209150326797,-0.058823529411765,1.09150326797386,1.09150326797386,-0.843137254901961
82,82,LPS_1h_S41,,,LPS,1h,,41,1,4626209,41.65,FALSE,Not,precocious,0.06198437399532,1,1.25594656167364,1.25594656167364,1.13171,0.516339869281046,0.359477124183007,0.333333333333333,0.856209150326797,1.19607843137255,2.13725490196078,2.00653594771242,2.00653594771242,1.9281045751634,0.594771241830065,0.908496732026144,1.9281045751634,0.568627450980392,0.568627450980392,0.882352941176471,-0.895424836601307,0.986928104575163,1.48366013071895,2.08496732026144
83,83,LPS_1h_S42,,,LPS,1h,,42,1,1198093,47.71,FALSE,Not,precocious,0.433723100681373,1,1.24515247171263,1.24515247171263,0.597933,0.986928104575163,1.90196078431373,0.516339869281046,1.56209150326797,1.06535947712418,0.568627450980392,0.516339869281046,0.516339869281046,0.986928104575163,2.11111111111111,1.19607843137255,0.647058823529412,1.06535947712418,1.06535947712418,0.934640522875817,-0.947712418300654,1.40522875816993,0.228758169934641,1.58823529411765
84,84,LPS_1h_S43,,,LPS,1h,,43,1,1248369,47.5,FALSE,Not,precocious,0.192171496072911,1,0.982352265734735,0.982352265734735,-0.21537,1.69281045751634,1.19607843137255,1.50980392156863,2.03267973856209,1.87581699346405,1.19607843137255,0.333333333333333,1.69281045751634,1.98039215686275,0.96078431372549,0.359477124183007,1.48366013071895,1.40522875816993,0.490196078431373,1.95424836601307,-0.503267973856209,1.50980392156863,1.58823529411765,1.9281045751634
85,85,LPS_1h_S44,,,LPS,1h,,44,1,7880569,56.16,FALSE,Not,precocious,0.015962153942324,1,1.24719244967197,1.24719244967197,0.562551,0.542483660130719,0.516339869281046,1.69281045751634,1.16993464052288,0.568627450980392,1.40522875816993,1.69281045751634,0.333333333333333,0.908496732026144,1.64052287581699,0.96078431372549,1.43137254901961,1.19607843137255,1.50980392156863,1.01307189542484,-0.581699346405229,1.98039215686275,1.45751633986928,-0.607843137254902
86,86,LPS_1h_S45,,,LPS,1h,,45,1,5215586,59.15,FALSE,Not,precocious,-0.581942428443375,1,0.975886982441412,0.975886982441412,0.0415129,0.908496732026144,1.69281045751634,0.490196078431373,0.437908496732026,2.13725490196078,1.06535947712418,0.490196078431373,0.490196078431373,1.40522875816993,1.84967320261438,0.803921568627451,2.18954248366013,0.986928104575163,1.71895424836601,1.40522875816993,-0.869281045751634,0.803921568627451,-0.712418300653595,1.30065359477124
87,87,LPS_1h_S46,,,LPS,1h,,46,1,1025669,42.77,FALSE,Not,precocious,-1.28937442552614,1,0.424954505409045,0.424954505409045,0.87566,2.00653594771242,1.43137254901961,1.06535947712418,1.95424836601307,0.516339869281046,2.00653594771242,1.50980392156863,1.50980392156863,0.568627450980392,0.803921568627451,1.45751633986928,1.45751633986928,0.908496732026144,1.03921568627451,1.50980392156863,-0.686274509803922,1.43137254901961,0.647058823529412,2.2156862745098
88,88,LPS_1h_S47,,,LPS,1h,,47,1,2452298,29.23,FALSE,Not,precocious,-0.767370178007667,1,0.543886885422819,0.543886885422819,-0.0944123,0.777777777777778,0.908496732026144,1.71895424836601,1.01307189542484,0.333333333333333,0.516339869281046,1.71895424836601,1.71895424836601,2.13725490196078,1.48366013071895,1.9281045751634,0.777777777777778,2.00653594771242,1.69281045751634,1.71895424836601,0.098039215686275,1.48366013071895,-0.398692810457516,0.228758169934641
89,89,LPS_1h_S49,,,LPS,1h,,49,1,7538943,55.28,FALSE,Not,precocious,0.362066968058065,1,1.428858132945,1.428858132945,0.941679,1.48366013071895,0.830065359477124,1.03921568627451,0.673202614379085,1.69281045751634,0.333333333333333,1.03921568627451,1.03921568627451,1.87581699346405,1.45751633986928,1.64052287581699,0.542483660130719,0.516339869281046,0.333333333333333,1.03921568627451,-0.320261437908497,1.61437908496732,0.150326797385621,-0.111111111111111
90,90,LPS_1h_S4,,,LPS,1h,,4,1,2317513,49.15,FALSE,Not,precocious,-1.56595885307774,1,0.401869717056566,0.401869717056566,0.0333231,0.38562091503268,1.64052287581699,0.38562091503268,0.490196078431373,0.490196078431373,0.490196078431373,0.38562091503268,0.38562091503268,1.19607843137255,0.777777777777778,2.11111111111111,1.32679738562092,0.490196078431373,0.516339869281046,1.69281045751634,0.228758169934641,2.05882352941176,2.08496732026144,1.48366013071895
91,91,LPS_1h_S51,,,LPS,1h,,51,1,11042622,50.37,FALSE,Precocious,0.228343270386874,1,1,3.12123039653249,2.75889,1.45751633986928,1.03921568627451,1.74509803921569,1.50980392156863,1.71895424836601,1.69281045751634,1.1437908496732,1.1437908496732,0.359477124183007,0.542483660130719,0.594771241830065,1.5359477124183,1.50980392156863,1.82352941176471,0.333333333333333,-0.843137254901961,1.79738562091503,-0.111111111111111,0.647058823529412,0.647058823529412
92,92,LPS_1h_S52,,,LPS,1h,,52,1,11867168,57.64,FALSE,Precocious,-0.166828488822712,1,1,2.40302392617114,1.37183,1.58823529411765,0.751633986928105,1.1437908496732,0.333333333333333,1.03921568627451,1.50980392156863,1.74509803921569,1.74509803921569,0.673202614379085,1.32679738562092,0.777777777777778,0.751633986928105,1.71895424836601,1.74509803921569,0.516339869281046,-0.790849673202614,1.1437908496732,2.2156862745098,3.02614379084967,3.02614379084967
93,93,LPS_1h_S53,,,LPS,1h,,53,1,9905654,51.32,FALSE,Not,precocious,0.392236036341923,1,1.52151082317272,1.52151082317272,0.445527,1.82352941176471,1.71895424836601,1.61437908496732,1.71895424836601,0.38562091503268,1.71895424836601,1.82352941176471,1.82352941176471,1.01307189542484,1.5359477124183,0.647058823529412,0.411764705882353,0.333333333333333,1.1437908496732,2.00653594771242,0.254901960784314,0.38562091503268,1.30065359477124,1.43137254901961
94,94,LPS_1h_S55,,,LPS,1h,,55,1,2212601,35.02,FALSE,Not,precocious,-0.339803139507038,1,1.26380006756488,1.26380006756488,1.15312,1.1437908496732,1.1437908496732,1.82352941176471,0.38562091503268,1.1437908496732,1.03921568627451,1.61437908496732,1.61437908496732,1.03921568627451,1.2483660130719,1.58823529411765,1.66666666666667,1.69281045751634,0.38562091503268,1.48366013071895,-0.633986928104575,1.03921568627451,-0.555555555555556,0.699346405228758
95,95,LPS_1h_S56,,,LPS,1h,,56,1,7417594,59.77,FALSE,Not,precocious,-0.717115346571628,1,0.515404311972492,0.515404311972492,0.139266,1.9281045751634,1.5359477124183,0.30718954248366,1.03921568627451,1.74509803921569,1.74509803921569,0.30718954248366,0.30718954248366,1.71895424836601,0.751633986928105,2.05882352941176,0.725490196078431,1.03921568627451,1.61437908496732,0.751633986928105,-0.189542483660131,1.71895424836601,0.699346405228758,-0.398692810457516
96,96,LPS_1h_S58,,,LPS,1h,,58,1,4691500,62.55,FALSE,Not,precocious,-0.46487914029396,1,0.826985055829017,0.826985055829017,0.624977,0.647058823529412,1.82352941176471,1.79738562091503,1.69281045751634,1.61437908496732,0.30718954248366,2.05882352941176,2.05882352941176,1.69281045751634,0.411764705882353,0.281045751633987,1.11764705882353,1.9281045751634,0.30718954248366,0.411764705882353,-0.372549019607843,0.568627450980392,0.830065359477124,0.830065359477124
97,97,LPS_1h_S5,,,LPS,1h,,5,1,6260720,54.26,FALSE,Not,precocious,0.446253460738214,1,1.38213985379377,1.38213985379377,0.368608,1.74509803921569,0.986928104575163,0.281045751633987,0.516339869281046,2.05882352941176,1.82352941176471,1.09150326797386,1.09150326797386,1.50980392156863,2.18954248366013,0.30718954248366,1.90196078431373,1.58823529411765,0.281045751633987,0.830065359477124,-0.660130718954248,0.490196078431373,1.43137254901961,1.45751633986928
98,98,LPS_1h_S60,,,LPS,1h,,60,1,9042450,52.91,FALSE,Not,precocious,0.182265184108219,1,1.85477784390284,1.85477784390284,0.762493,1.43137254901961,0.647058823529412,2.05882352941176,1.40522875816993,1.79738562091503,1.1437908496732,1.79738562091503,1.79738562091503,1.06535947712418,0.725490196078431,2.2156862745098,3.62745098039216,0.647058823529412,1.79738562091503,1.09150326797386,-0.424836601307189,0.333333333333333,0.542483660130719,0.464052287581699
99,99,LPS_1h_S61,,,LPS,1h,,61,1,7103800,51.57,FALSE,Not,precocious,0.546659146646417,1,1.51876377393159,1.51876377393159,0.0410851,2.18954248366013,2.2156862745098,1.09150326797386,1.98039215686275,0.281045751633987,0.38562091503268,0.281045751633987,0.281045751633987,0.490196078431373,1.66666666666667,1.66666666666667,3.91503267973856,1.48366013071895,1.09150326797386,1.82352941176471,-0.294117647058823,1.69281045751634,0.777777777777778,0.202614379084967
100,100,LPS_1h_S62,,,LPS,1h,,62,1,5734979,54.07,FALSE,Not,precocious,0.382058513776281,1,1.71098576968097,1.71098576968097,0.860945,0.281045751633987,0.38562091503268,2.08496732026144,0.96078431372549,2.08496732026144,1.61437908496732,2.08496732026144,2.08496732026144,0.333333333333333,0.830065359477124,0.751633986928105,0.464052287581699,1.45751633986928,2.05882352941176,1.1437908496732,-0.477124183006536,0.908496732026144,-0.032679738562092,2.18954248366013
101,101,LPS_1h_S63,,,LPS,1h,,63,1,10149770,57.59,FALSE,Not,precocious,0.31952010477972,1,1.44744448910838,1.44744448910838,0.789384,0.751633986928105,1.79738562091503,2.2156862745098,1.64052287581699,1.30065359477124,3.54901960784314,1.30065359477124,1.30065359477124,0.516339869281046,1.43137254901961,1.43137254901961,0.830065359477124,0.751633986928105,3.02614379084967,0.38562091503268,0.071895424836601,0.359477124183007,3.54901960784314,3.54901960784314
102,102,LPS_1h_S64,,,LPS,1h,,64,1,9503187,56.23,FALSE,Not,precocious,0.34046893668771,1,1.88768266142998,1.88768266142998,0.350941,1.79738562091503,0.699346405228758,1.30065359477124,1.9281045751634,2.2156862745098,3.7843137254902,2.2156862745098,2.2156862745098,2.00653594771242,0.647058823529412,0.699346405228758,0.699346405228758,2.18954248366013,3.54901960784314,1.74509803921569,-0.084967320261438,0.96078431372549,2.18954248366013,-0.006535947712418
103,103,LPS_1h_S66,,,LPS,1h,,66,1,2752968,52.79,FALSE,Not,precocious,0.191662111528081,1,1.5935160756988,1.5935160756988,0.98298,1.09150326797386,1.9281045751634,0.699346405228758,0.803921568627451,1.66666666666667,3.02614379084967,0.699346405228758,0.699346405228758,0.751633986928105,1.58823529411765,2.08496732026144,2.2156862745098,1.43137254901961,2.76470588235294,0.30718954248366,-0.26797385620915,1.87581699346405,3.02614379084967,0.777777777777778
104,104,LPS_1h_S6,,,LPS,1h,,6,1,2927644,49.86,FALSE,Not,precocious,0.273013195111294,1,1.28439369238262,1.28439369238262,0.31083,0.30718954248366,0.30718954248366,0.464052287581699,1.45751633986928,1.11764705882353,0.699346405228758,0.830065359477124,0.830065359477124,0.411764705882353,2.2156862745098,1.79738562091503,1.30065359477124,0.411764705882353,3.7843137254902,2.2156862745098,-0.241830065359477,1.19607843137255,0.411764705882353,3.91503267973856
105,105,LPS_1h_S73,,,LPS,1h,,73,1,5185979,50.51,FALSE,Not,precocious,0.292394386098272,1,1.09867459394592,1.09867459394592,0.701431,1.5359477124183,1.2483660130719,3.02614379084967,0.777777777777778,1.43137254901961,0.464052287581699,0.464052287581699,0.464052287581699,1.58823529411765,1.30065359477124,1.61437908496732,2.08496732026144,1.11764705882353,3.49673202614379,1.30065359477124,-0.816993464052288,2.11111111111111,0.202614379084967,1.66666666666667
106,106,LPS_1h_S74,,,LPS,1h,,74,1,5643687,49.04,FALSE,Not,precocious,0.384456236450423,1,1.32428868849562,1.32428868849562,0.934864,0.411764705882353,1.09150326797386,3.54901960784314,1.66666666666667,0.699346405228758,3.49673202614379,3.91503267973856,3.91503267973856,0.647058823529412,2.08496732026144,0.38562091503268,1.09150326797386,0.725490196078431,3.62745098039216,0.281045751633987,0.019607843137255,0.594771241830065,1.66666666666667,0.411764705882353
107,107,LPS_1h_S75,,,LPS,1h,,75,1,9284378,55.33,FALSE,Not,precocious,-0.311812030201194,1,0.88744295143124,0.88744295143124,-0.39054,2.08496732026144,2.18954248366013,2.76470588235294,2.2156862745098,0.830065359477124,3.62745098039216,1.66666666666667,1.90196078431373,2.18954248366013,1.09150326797386,1.74509803921569,1.79738562091503,1.66666666666667,3.91503267973856,2.05882352941176,-1,1.82352941176471,0.725490196078431,0.542483660130719
108,108,LPS_1h_S77,,,LPS,1h,,77,1,7805100,52.07,FALSE,Not,precocious,-0.168883895543305,1,0.946303503642204,0.946303503642204,0.701228,2.2156862745098,1.30065359477124,3.7843137254902,2.08496732026144,1.09150326797386,2.16339869281046,0.411764705882353,1.11764705882353,1.43137254901961,2.05882352941176,1.1437908496732,0.281045751633987,1.90196078431373,0.464052287581699,1.61437908496732,-0.163398692810457,0.516339869281046,0.751633986928105,0.725490196078431
109,109,LPS_1h_S78,,,LPS,1h,,78,1,4350082,49.6,FALSE,Not,precocious,-0.240534884785131,1,1.03918666350411,1.03918666350411,0.627589,1.30065359477124,1.74509803921569,3.49673202614379,0.699346405228758,0.30718954248366,3.91503267973856,0.725490196078431,0.725490196078431,0.725490196078431,0.281045751633987,1.82352941176471,2.00653594771242,3.10457516339869,0.830065359477124,1.79738562091503,-0.137254901960784,1.74509803921569,0.464052287581699,0.751633986928105
110,110,LPS_1h_S7,,,LPS,1h,,7,1,4130141,51.46,FALSE,Not,precocious,-0.64449915996511,1,0.588498916295271,0.588498916295271,0.409862,1.61437908496732,0.281045751633987,3.62745098039216,1.90196078431373,1.82352941176471,2.2156862745098,1.11764705882353,0.411764705882353,1.66666666666667,1.79738562091503,1.09150326797386,0.516339869281046,1.2483660130719,0.699346405228758,2.08496732026144,0.124183006535948,0.30718954248366,-0.006535947712418,-0.555555555555556
111,111,LPS_1h_S80,,,LPS,1h,,80,1,8583301,49.5,FALSE,Not,precocious,-0.012982583147002,1,1.09791230092509,1.09791230092509,0.725356,0.699346405228758,1.58823529411765,3.91503267973856,1.43137254901961,2.00653594771242,2.08496732026144,1.90196078431373,1.66666666666667,0.830065359477124,0.30718954248366,0.830065359477124,0.908496732026144,2.47712418300654,1.30065359477124,0.699346405228758,-0.215686274509804,1.9281045751634,1.11764705882353,1.11764705882353
112,112,LPS_1h_S83,,,LPS,1h,,83,1,4075832,52.19,FALSE,Not,precocious,-1.03297322751581,1,0.597845089097109,0.597845089097109,0.989505,2.05882352941176,2.08496732026144,1.11764705882353,0.751633986928105,0.411764705882353,1.30065359477124,0.751633986928105,0.751633986928105,1.90196078431373,1.82352941176471,0.411764705882353,0.359477124183007,3.20915032679739,2.08496732026144,1.45751633986928,0.045751633986928,1.06535947712418,1.32679738562092,2.76470588235294
113,113,LPS_1h_S85,,,LPS,1h,,85,1,6716959,53.3,FALSE,Not,precocious,-0.262822961556712,1,1.1976665603523,1.1976665603523,0.622374,0.830065359477124,2.05882352941176,1.90196078431373,1.11764705882353,0.751633986928105,1.79738562091503,2.18954248366013,1.45751633986928,1.11764705882353,1.74509803921569,0.542483660130719,1.19607843137255,3.44444444444444,2.2156862745098,1.84967320261438,-0.607843137254902,1.64052287581699,3.91503267973856,-0.032679738562092
114,114,LPS_1h_S86,,,LPS,1h,,86,1,5462344,52.47,FALSE,Not,precocious,-0.247111338812997,1,0.729218036136695,0.729218036136695,0.214676,1.66666666666667,1.61437908496732,1.66666666666667,2.18954248366013,1.48366013071895,1.09150326797386,1.45751633986928,2.18954248366013,3.91503267973856,0.38562091503268,1.5359477124183,1.40522875816993,3.33986928104575,1.66666666666667,1.90196078431373,-0.032679738562092,0.673202614379085,3.7843137254902,3.7843137254902
115,115,LPS_1h_S87,,,LPS,1h,,87,1,4448098,51.58,FALSE,Not,precocious,0.529583236755349,1,1.68218015899856,1.68218015899856,0.6178,0.725490196078431,1.11764705882353,0.725490196078431,0.464052287581699,2.18954248366013,2.05882352941176,1.43137254901961,1.43137254901961,2.16339869281046,1.1437908496732,1.32679738562092,0.568627450980392,3.60130718954248,0.411764705882353,1.2483660130719,-0.555555555555556,2.18954248366013,2.76470588235294,3.49673202614379
